name,ratings,date,helpful,comment,developer_comment
Google 사용자,1,2019-03-28,70,요즘앱 같지 않음! 장바구니에 넣어둔 상품 클릭하면 해당 이벤트 기간이 아니라고 뜸 몇번 다시 왔다갔다하며 클릭해야 볼수 있음 그외 배송기간은 왜그리 긴지... 엄청불편함 ㅠ,
Soog-Gyung Gang,5,2019-03-28,0,좋아요,
Google 사용자,5,2019-03-28,0,좋아요,
서서영주,5,2019-03-28,0,조아여,
Google 사용자,5,2019-03-27,1,给i个i姐姐了解 进口美女没看计划经济,
김애자,4,2019-03-27,1,우선 내가원했던가방크기라 넘좋아요,
박호식,1,2019-03-24,0,"로그인오류,데이터 ×나느림해도해도너무함",
Myungsoo PARK,1,2019-03-23,0,컴퓨터에서 로그인 정상되는데 모바일에서는 안되는 이유가 있나요 시간만 허비하네요,
전은희,5,2019-03-20,0,넘 좋아요 가격도 저렴하고 좀더 저렴한 상품 많이많이 나왔음 좋겠어용,
sd beak,2,2019-03-19,0,로그인 오류 또 시작이네.. 개선의지 없는듯,
Google 사용자,1,2019-03-19,0,로그인 안되고 참 별로,
정윤승,1,2019-03-18,8,"로그인 오류: 대체 앱관리자가 있긴하고, 리뷰를 보긴하나요? 같은 내용의 리뷰가 수두룩하니 게재가 되었는데 답글도 없고, 오류 수정도 안되고... 로그인 오류가 발생해서 리뷰가 올라오기 시작한지가 언제인데 아직까지 묵묵부답, 롯데닷컴을 이용하지 말라는 건지?",
Google 사용자,2,2019-03-18,0,"자동 로그인해도 자꾸 로그 아웃되고, 로그인도 안되고 튕김.",
Google 사용자,1,2019-03-18,0,좋아요,
HJ Kim,1,2019-03-16,1,롯데 앱들은 가끔 먹통 됨. 로그인 상태인데도 수시로 로그아웃되고 특히 주말이나 금요일부터 먹통 만들기 때문에 대응도 전혀 안됨.,
삼백육십일다이어트,1,2019-03-16,68,평가 쭉보니 완전 개판이네.. 나만 그런줄 알았더니. 1.로그인오류 계속 뜨고.. 2.배송지 변경때문에 인증 다받고 적용되겠거니 하고보면 적용 안되있고.. 3.로그인은 계속하라고하고..자동로그인은 왜 있는건지.아 특수문자 치기 귀찮은데.. 4.로그인오류는 계속뜨고.. 로그인문제 오류난다고 글올라와도 구글스토어에선 확인이 불가하니 롯데 어쩌구에다가 하라하고.자 이제 위에 정리해드렸으니 뭐좀해봐요 좀.. 답답하네 진짜..,
whakyung,1,2019-03-15,2,잘 사용됐었는데 13일 계속 로그인해라고 함 그러다 로그인실패입니다 라는 문구가 뜨네요 어플삭제후 재설치.. 이젠 어플 정지멘트와 함께 자동꺼짐,
yoonbit kim,1,2019-03-14,1,로그인오류 진짜 심각하네요. 쇼핑앱이 이러는건 롯데닷컴이 처음임ㅡㅡ;,
레몬나르고빚갚으리오,1,2019-03-14,5,로그인 했는데 페이지 이동하면 또 로그인하라고 함..아이디 비번 치면 로그인 실패라고 나옴..또 로그인 안된 상태에서 다른 페이지로 이동하면 로그인되어 있음.한 마디로 개 엉망임.,
이예성,2,2019-03-13,0,회원가입이 안되네요. 어플에서 회원가입 마지막 단계에 이름와 휴대폰 기입란이 안뜹니다. 관련 사진을 첨부할 수 없다는 게 아쉽네요. 고쳐주시길 바랍니다.,
sy k,1,2019-03-11,7,잘 되다가 로그인 오류가 계속 됩니다. 몇차례.. 인증을해도 비번 설정도 어렵게 영문 숫자특수문자 하라.. 연세있는 분들 복잡하게.. ㅡ 맘에안듭니다. 쿠팡이나 타회사 로 갈아타기를 바라신다는 뜻인지요? 전화상담 롯데톡. 다 안되고.,"Lotteshopping Co., ltd2019년 4월 10일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 진심으로 죄송합니다. 현재 저희쪽에서는 고객님의 구글스토어 계정만으로는 롯데닷컴 내에서의 재현이 어렵습니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  롯데닷컴 서비스 이용에 불편을 드려 다시한 번 죄송합니다. 감사합니다."
정윤호,5,2019-03-10,0,55779 umm aww as - yyyyyyyy//uh y/yyyyyyyyyy,
CY L,1,2019-03-10,1,전화번호 도용당한듯 어떤 상너메것이 전화번호를 내꺼로 등록해놨는가 갑자기 결제ars인증번호 전화 겁나오고 개 귀찮게함 전화번호 인증도 안하고 대충 결제 ars 전화가도록 되있는건가요? 개귀찮으니까 어떻게 좀 해봐바요,"Lotteshopping Co., ltd2019년 4월 10일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 진심으로 죄송합니다. 현재 저희쪽에서는 고객님의 구글스토어 계정만으로는 롯데닷컴 내에서의 재현이 어렵습니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  롯데닷컴 서비스 이용에 불편을 드려 다시한 번 죄송합니다. 감사합니다."
슬이,1,2019-03-10,2,인터넷이건 앱이건 회원가입시 오류쩖 걍 다른곳에서 살게요,
Google 사용자,1,2019-03-07,0,완전낚임 낚시쩐다. 문자로 1만원이상 5천원 할인쿠폰 줬다고 어플깔고 쇼핑하라더니 어플깔고 로긴하니 3만원이상 5천원 쿠폰임ㅋㅋㅋㅋ 장난하냐?,
이명희,5,2019-03-06,0,5봉지 재구매 했습니다 품질우수하고 포장상태도 고급스럽습니다,
최명희,5,2019-03-01,43,믿을수 있는 품질이라 믿고 주문합니다.,
Google 사용자,4,2019-02-28,1,색상 디자인 빠른 배송 모두 만족합니다💕,
김주미,3,2019-02-27,1,업데이트중 대기시간이 너무걸리네요,
재우니,1,2019-02-26,17,"왕짜증. 물건 선택하고 배송지 변경 했더니 다시 로그인하라고, 그래서 로그인하고 다시 물건 선택하고 배송지 변경했더니.. 무한루프.. 혹시나해서 다른 스아트폰으로 해도 같네.","Lotteshopping Co., ltd2019년 3월 7일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 진심으로 죄송합니다. 현재 로그인 오류가 일부 기기에서 해소되지 않고 있는데, 고객님의 구글스토어 계정정보만으로는 앱 내에서의 재현이 어려운 상황입니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com 으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  감사합니다."
Google 사용자,1,2019-02-26,0,사진로딩 딜레이되고 강제종료 잦음,
이학수,5,2019-02-25,6,"상품발송 엄청 빨라요 제가 시험삼아 롯데닷컴에 제품 하나, CJ몰에 제품 하나 시켰는데 롯데닷컴은 영업시간 오전에 바로 발송완료인데 Cj몰 제품은 하루가 끝나가고 있는데 아직도 상품준비중이네요. 게다가 CJ몰은 상품문의 답글도 엄청 늦고, 재고 관리도 제대로 안함",
Wonseok Choi,1,2019-02-23,4,앱 사용 시 계속 끊김현상이 있고 느리고 비번도 계속 틀리다고 나오네요.,"Lotteshopping Co., ltd2019년 3월 7일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 진심으로 죄송합니다. 현재 로그인 오류가 일부 기기에서 해소되지 않고 있는데, 고객님의 구글스토어 계정정보만으로는 앱 내에서의 재현이 어려운 상황입니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com 으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  감사합니다."
솔솔,3,2019-02-23,0,앱깔고 접속이 안돼요 엡은 전혀 안돼고 다르게 감색해서 들어가야 한네요,
Youngki kim,1,2019-02-22,0,아 배송정보확인하기 겁내 짜증나게 해놨네 롯데에서 주문안할란다 이제,
M.H lim,5,2019-02-20,2,잘 사용 중인데 갑자기 접속이 안되네요. 왜 이런걸까요?,
성유진,5,2019-02-20,0,좋아요,
Google 사용자,5,2019-02-20,6,빠른배송과 깔끔한포장 감사해요 굿,
Minwoo Yeo,1,2019-02-18,1,인터넷사이트에서는 로그인이 잘되는데 앱에서는 회원정보가없다네요?,"Lotteshopping Co., ltd2019년 2월 25일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 현재 저희쪽에서는 고객님의 구글스토어 계정정보만으로는 롯데닷컴 내에서의 재현이 어렵습니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com 으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  감사합니다."
Wonkung Cho,1,2019-02-18,3,왜자꾸비번이잘못됫다고 방금바꿧는데,"Lotteshopping Co., ltd2019년 2월 25일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 현재 저희쪽에서는 고객님의 구글스토어 계정정보만으로는 롯데닷컴 내에서의 재현이 어렵습니다. 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com 으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  감사합니다."
ORANGE N GREEN,1,2019-02-16,8,배송지주소 추가수정하는곳좀 만들어주세요.결제오류나면 새주소입력을 무한반복해야합니다.정말 힘드네요ㅠㅠ 왜자꾸 저혼자 앱이 팝업되어있는건지 이유를 알 수 없네요. 삭제합니다 ㅠㅠ,"Lotteshopping Co., ltd2019년 2월 25일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 주문서에서 신규 배송지가 저장되지 않고 초기화되어 겪으신 문제 같습니다. 주문서페이지 내에 배송지 변경 버튼을 누르시면 나오는 레이어팝업에서 해당 배송지를 배송지 목록에 추가하는 것으로 체크해주시고 주문해주시면 다음 번 주문에 다시 입력하는 번거로움을 줄이실 수 있습니다.  감사합니다."
공영광,1,2019-02-16,0,별루야,
정지우,1,2019-02-16,0,뭔 앱이 쉴 새 없이 떠요;; 심지어 다른 앱을 눌렀을 때도 롯데닷컴 앱이 추가로 뜨네요.. 광고인지 뭔지 모르겠지만 짜증나서 지웁니다.,
Cat Rose,1,2019-02-15,65,최악! 배송 기본 9~10일 소유 롯데믿고 주문한 고객 호구만드는곳 배송지연 환불및사과비 5천원 먹고 떨어지라함. 배송지연 경험하고싶으면 주문하세요. 2번 당하고 회원탈퇴함. 롯데닷컴 배송지연 사례 보고 주문하세요!,
Google 사용자,4,2019-02-15,62,정확한 시간에 잘받았읍니다,
Google 사용자,5,2019-02-12,0,좋아요~,
apple mouse,3,2019-02-11,0,업데이트 안돼요 며칠전부터 계속 다운로드 대기중이고 어쩌다 다운로드하면 계속 다운로드중이라고만 뜨고 그래서 앱을 제거하고 다시 설치를 하려하니 똑같은 증상입니다,
Google 사용자,5,2019-02-11,1,봉제라인이 없어 편안하고 착용감도 좋아요,
Google 사용자,1,2019-02-11,4,로긴실패 쌩뚱 맞게 로그인정보 일치하지않는다고 나옴 업데이트 후... pc에서는 동일 아이디 비번으로 정상 로그인되는데 앱에서는 계속 일치하지않는다고 나와서 그냥 앱삭제,"Lotteshopping Co., ltd2019년 2월 14일고객님 안녕하세요, 롯데닷컴입니다.  쇼핑에 불편을 드려 대단히 죄송합니다. 구글스토어 계정으로는 계정정보를 알 수 없어, 번거로우시겠지만 롯데닷컴 계정정보를 mlottemaster@gmail.com 으로 보내주시면, 저희가 고객센터 통해 연락드리도록 하겠습니다.  감사합니다."
에라스무스,5,2019-02-10,0,굿,
Google 사용자,5,2019-02-09,2,생각보다 빠른 배송 감사하고 냄세가 많이 나서 아직 사용 못하고 있으나 푹신하고 건강에도 좋을것 같아 안심하고 사용할것 같다,
러블리이은채,5,2019-02-06,0,싸고 좋아요,
황인재,1,2019-02-05,14,"사용 짜증 반응도 늦고 쿠폰준대놓고 클릭해도 무반응, 그나마 닫기는되네ㅋ","Lotteshopping Co., ltd2019년 2월 7일고객님, 안녕하세요. 롯데닷컴입니다.  먼저, 쇼핑에 불편을 드려 죄송합니다. 앱리뷰에 알려주신 내용으로는 현상을 파악할 수 없어, 번거로우시겠지만 겪으시는 문제상황(화면 캡쳐, 상품명이나 상품코드)을 mlottemaster@gmail.com으로 메일주시면 재현 후에 조치하도록 하겠습니다.  감사합니다."
ng ha,5,2019-02-04,0,편해요,
이현민,5,2019-02-03,0,굿,
배은호,5,2019-02-02,0,좋아요,
황상렬,5,2019-02-01,13,배송 무지 빠름 설 이후 배송인줄알았는데 배송 알림 다음날 오전 아홉시도착 친절 하신기사님 고맙습니다 깔끔하고 화면좋고 good,
정학문,5,2019-01-31,2,쇼핑몰 중 제일,
김rmaud,4,2019-01-31,3,나름 신속 정확하게 상품도 좋고 택배도 좋습니다,
다산달팽이,5,2019-01-31,0,음 다양한상품 저렴히 살수 잇는 앱이어서 굳굳굳,
Google 사용자,5,2019-01-31,9,빠른배송 좋아요 늘믿고구매하는앱이라 강추합니다,
k.행이,5,2019-01-31,7,늘 애용해요~ 플래티넘이라서 배송료무료라 좋아요~^^,
Ellin Jay,3,2019-01-31,1,업데이트 참안되네요,"Lotteshopping Co., ltd2019년 2월 14일고객님, 안녕하세요. 롯데닷컴입니다.  문의주신 내용은 구글 플레이스토어 자체 오류로 판단되어, 아래와 같이 조치해주신 후 앱을 다시 실행하시면 정상적으로 서비스 이용이 가능하십니다. 1. 롯데닷컴 앱 삭제 2. 플레이스토어 데이터 및 캐시 삭제 3. 롯데닷컴 앱 재설치  추후에도 동일한 문제가 발생한다면 mlottemaster@gmail.com 메일로 현상을 캡쳐해서 보내주시면 친절히 안내해드리겠습니다. 감사합니다."
Sungho Ahn,5,2019-01-29,0,분주함 속에서도 즐겁게 배달하시니 받는 마음이 너무 감사합니다,
J리은,2,2019-01-27,0,앱 오류날까봐 업뎃하고싶지 않은데 업뎃 안 좋아하는 사람도 있는데 업뎃 안 하면 사용 못 하게 하는 거 바꿔주세요. 최신버전으로 업그레이드 싫습니다. 리뷰보니 오히려 업뎃하고 문제도 많은 것 같고요. 안 하고도 사용할 수 있게 해주세요.,
윤항영,4,2019-01-25,1,인덕션용 밥솥을 구매했는데 아주 좋아서 냄비셋트를 구입하게되었어요 마음에 쏙들어요 감사합니다~,
이지윤,2,2019-01-23,1,롯데닷컴 베스트 상품볼때 남성 20대로 보다가 뒤로가기 누르면 다시 여성 20대로 바껴져있어요 화면도 갑자기 젤 위쪽으로 바뀌구요 왜이런거에요?,"Lotteshopping Co., ltd2019년 1월 28일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다.  해당 오류는 다음 앱 업데이트 때 수정할 예정입니다. 소중한 의견 주셔서 감사합니다. 항상 서비스개선과 앱 안정화를 위해 노력하는 롯데닷컴이 되겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
Google 사용자,5,2019-01-23,1,배송도 빠르고 상품도 마음에 들고 샘플 사은품도 많이 주셨네요~ 상품권 만원도 함께 보내 주셔서 너무 감사해요 ~^^ 다음에도 또 주문하려고 해요,
김민정,1,2019-01-23,0,장바구니에 제품여러개담아서 결제하기하면 주문서작성중만 계속나오고 넘어가지않습니나 한개주문할때는 바로되는데ㅜㅜ 몇일째 주문을못하고있네요 예전에는 안그랬는데 어떻게 주문을하라는건지모르겠네요 빠른게 개선좀해주세요,"Lotteshopping Co., ltd2019년 1월 25일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 일시적으로 발생했던 주문서 진입 시 속도 오류는 담당 파트에서 조치를 완료하였고, 같은 문제가 발생하지 않도록 계속 모니터링 중입니다. 혹시 동일한 문제가 지속적으로 발생한다면 언제든지 리뷰 부탁드립니다. 항상 서비스개선과 앱 안정화를 위해 노력하는 롯데닷컴이 되겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
막탱,1,2019-01-21,4,장바구니안에 있는걸 사려는데 넘어가는데 3분걸려요. 다운된줄알았는데 ㅡㅡ 그담 카드선택하는데 다시 3분 걸려요. 이거 사지마란거죠?,"Lotteshopping Co., ltd2019년 1월 25일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 일시적으로 발생했던 주문서 진입 시 속도 오류는 담당 파트에서 조치를 완료하였고, 같은 문제가 발생하지 않도록 계속 모니터링 중입니다. 혹시 동일한 문제가 지속적으로 발생한다면 언제든지 리뷰 부탁드립니다. 항상 서비스개선과 앱 안정화를 위해 노력하는 롯데닷컴이 되겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
ᄋ,1,2019-01-18,0,상품이 보내지지도 않았는데 문자가오고 취소하고 냬용보려니까 비회원주문인데 자꾸 앱을 가입하라고하고 짜증나네요 진짜.. 물건이 지금 오지도않고 환불도 아니고 붕뜬상태인데 뭘 확인하려고하면 앱을 설치하라는 창으로만 넘어가니 소비자우롱한다는 생각밖에 안드네요,"Lotteshopping Co., ltd2019년 1월 25일고객님, 안녕하세요. 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 말씀해주신 내용만으로는 정확한 원인 파악이 어려운 상황입니다. 번거로우시더라도 오류가 발생하는 주문번호, 수신하신 문자내용 등을 고객센터(1577-1110)로 말씀해주시면 주문상태 등에 대한 빠른 확인 및 처리가 가능하십니다.  롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
박아롱,1,2019-01-16,0,앱이 다운 받아지지가 않아요..설치부터가 이래서야...,
최경식,1,2019-01-16,0,앱을누가만든건지 주소바꾸고 적용하면계속 로그인화면으로돌아가네 여기서는안사야겠다 앱삭하고손절합니다,
Lim Yohan,1,2019-01-16,15,장난하는것도 아니고 로그인만 도데체 몇번을 바꿨는지 .. 그리고 매인창에도 그렇고 . 하 ...,
Google 사용자,1,2019-01-06,1,배송도 몇일이나 늦게 오고 상담 문자도 않돼네요..배송 빨리 부탁드려요,"Lotteshopping Co., ltd2019년 1월 10일고객님, 안녕하세요. 롯데닷컴입니다.  먼저, 쇼핑에 불편을 드려 죄송합니다. 앱리뷰의 고객님 정보만으로는 어떤 주문의 어떤상품의 배송 문제인지 파악할 수 없어 도움을 드리기 어려운 점을 양해 부탁 드립니다. 번거로우시더라도 주문/배송/반품 관련해서 겪으시는 문제상황을 저희 고객센터(1577-1110)으로 문의주시면 친절히 안내 드리도록 하겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
김경선,1,2019-01-04,0,아이디 비번 틀리다고 계속 나오는데 네이버에서 들어가면 로그인 되는데 왜 어플은 안된지 ㅠㅠ,"Lotteshopping Co., ltd2019년 1월 14일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 로그인 오류는 담당 파트에서 조치를 완료하였고, 같은 문제가 발생하지 않도록 계속 모니터링 중입니다. 혹시 동일한 문제가 지속적으로 발생한다면 언제든지 리뷰 부탁드립니다. 항상 서비스개선과 앱 안정화를 위해 노력하는 롯데닷컴이 되겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
Google 사용자,1,2019-01-04,2,롯데닷컴 롯데아이몰 L롯데 통합아이디 로그인인데 롯데닷컴에서만 같은 아이디 비번으로 로그인이 안됩니다 핸드폰번호로 아이디는 검색이 되는데 비밀번호 변경하려고 아이디를 입력하니 존재하지 않는 회원이라고 하고 나머지 롯데아이몰 L롯데는 동일 아이디로 잘만되는데 왜그런건지 답답하네요 답변주세요,"Lotteshopping Co., ltd2019년 1월 14일고객님 안녕하세요, 롯데닷컴입니다.  먼저 쇼핑에 불편을 드려 죄송합니다. 로그인 오류는 담당 파트에서 조치를 완료하였고, 같은 문제가 발생하지 않도록 계속 모니터링 중입니다. 혹시 동일한 문제가 지속적으로 발생한다면 언제든지 리뷰 부탁드립니다. 항상 서비스개선과 앱 안정화를 위해 노력하는 롯데닷컴이 되겠습니다.  다시 한 번 롯데닷컴 서비스 이용에 불편을 드려 죄송합니다."
juri Kim,1,2019-01-03,1,어플사용하지도 않았는데 백그라운드에 실행이되어있어요 진짜 기분나쁘니까 오류좀 바로 수정해주시죠,
양희성,1,2018-12-30,3,몇번을해도 비번을바꿔도 로그인도 안되는 앱....,"Lotteshopping Co., ltd2019년 1월 4일고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Google 사용자,1,2018-12-28,9,지금 로그인이 안돼고 있어요 로그인중에 오류가 발생해서 로그아웃되었다는 창만 계속 뜨고 하루종일 로그인이 안대는데 이거 어떻해야되요 답답해 죽겠네ㅣ 어플 삭제후 다시 깔고를 몇번을 햇는데도안대요 고객센터도 로그인이 돼야 문의하는데 로그인이 안대는데 어떻게 하느냐고요?,"Lotteshopping Co., ltd2019년 1월 4일고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
정민이,1,2018-12-27,3,로그인이 안되요 로그인하려면 오류로 로그아웃되었대요,"Lotteshopping Co., ltd2019년 1월 4일고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Google 사용자,5,2018-12-26,1,아주 맘에 듭니다. 소재도 좋고 디자인도 여유있으면서 핏도 살고 만족합니다.,
Google 사용자,1,2018-12-25,1,앱이 실행이 안됨,
이경화,3,2018-12-24,14,롯데닷컴만 거의 이용하는데 오늘 왜이러나요 들어가도 로딩 한세월에 이미지는 하나도 안나오고 다른앱가서 사야하나요 ㅡㅡ고쳐주세요 니트좀사게,
MO MO,1,2018-12-22,1,앱 푸시동의가 앱 열때마다 뜨고 로그인유지가 되지 않음. 매우 불편한 앱...,"Lotteshopping Co., ltd2019년 1월 4일고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 죄송합니다. 로그인 오류는 고객님의 소중한 의견을 바탕으로 현상과 원인을 파악 완료했고, 일부는 조치되었습니다. 나머지 잔여 오류는 빠른 시일 내에 수정해서 반영할 예정입니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Google 사용자,1,2018-12-19,11,1:1 문의글 작성시 사진 첨부하고 등록하기 누르면 사진업로드 실패했다고 뜨네요 어플 지우고 새로깔아도 똑같습니다 다른 사람폰으로 해도 똑같은 에러발생합니다,"Lotteshopping Co., ltd2018년 12월 26일고객님, 안녕하세요. 롯데닷컴입니다. 먼저 쇼핑에 불편을 드려 죄송합니다. 말씀주신 사진 업로드 관련 오류 관련하여 내부적으로 확인 중에 있습니다. 최대한 빠른 시일 내에 조치하여 정상 서비스를 제공할 수 있도록 노력하겠습니다. 업로드 하고자 하셨던 문의 내용을 1577-1110 고객만족센터로 알려주시면 친절히 답변해드리겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 소중한 의견 감사합니다."
Google 사용자,5,2018-12-16,0,원단도 좋은거같고. 가격대비 입엇는데 옷맵시도. 멋쩌요,
Monica Kim,1,2018-12-16,8,앱을 보다가 계속 멈추고 초기화면으로 돌아가요...깔고 5분동안5번은 되돌아간거같아요,"Lotteshopping Co., ltd2018년 12월 26일고객님, 안녕하세요. 롯데닷컴입니다. 먼저 쇼핑에 불편을 드려 죄송합니다. 말씀주신 앱 중지 현상에 관련하여 내부적으로 확인 중에 있습니다. 원인 파악까지의 시간이 지연되고 있는 점을 양해 부탁드립니다. 최대한 빠른 시일 내에 조치하여 정상 서비스를 제공할 수 있도록 노력하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Fox Conn,1,2018-12-15,0,막 나가자는거죠. 가입하고 쿠폰 이것저것 다 받았는데 막상 결제창 들어가니까 쿠폰 12개가 마이페이지에는 뜨는데 선택하는 화면이 아예 없음. 혹시나 해서 어플을 깔았지만 마찬가지 시간낭비 데이터낭비,"Lotteshopping Co., ltd2018년 12월 26일고객님, 안녕하세요. 롯데닷컴입니다. 먼저 쇼핑에 불편을 드려 죄송합니다. 쿠폰 사용조건을 충족하지 않아 주문서에서 사용이 불가능해 겪으신 불편사항으로 보입니다. 쿠폰존에서 각 쿠폰의 사용조건을 확인하실 수 있습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Google 사용자,5,2018-12-15,0,최고임,
Hi로로,3,2018-12-12,0,업데이트 너무자주한다.....,"Lotteshopping Co., ltd2018년 12월 26일고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 사과드립니다. 고객님의 의견을 반영하여 더 좋은 서비스를 제공할 수 있도록 노력하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다."
Jinjoo Kang,3,2018-12-09,7,앱이 실행이 안돼요,
Google 사용자,5,2018-12-07,19,엘칸토남성구두 잘 샀습니다. 좋은구두저렴하게 보내주셔서 감사합니다. 하나더주문할까 합니다. 사업번창하세요^^,
Google 사용자,4,2018-12-06,8,편리성. 상품성 좋아요^^,
남기림,1,2018-12-04,1,배송 엄청느리고 로고.이름.핸펀번호는 왜이리 붙여놓았는지 눈 사팔되겠네,
Google 사용자,5,2018-12-04,1,앱을 잘하기우해 열심이노력함?,
Google 사용자,5,2018-12-02,0,빠른 답변 감사합니다~,
Google 사용자,4,2018-12-01,0,최고,
김윤재,1,2018-12-01,1,관리좀하시죠,
Google 사용자,4,2018-11-30,0,좋아요~^^,
이원호,5,2018-11-29,1,최고~~~~^^,
주우,1,2018-11-28,0,강제업데이트 시키지좀마요,
이수정,1,2018-11-28,6,카드결재가 안되네요~ 삭제하고 다시 다운해도 안되요 상담원도 모르는것 같고...,
임영화,1,2018-11-28,10,3일째 앱 안들어가지고 튕김,
한은주,5,2018-11-28,1,편리하니 좋아요.번창하세요,
Google 사용자,5,2018-11-27,1,좋아요,
Google 사용자,5,2018-11-27,5,이벤트 페이지가 찾기 쉽게,
Google 사용자,1,2018-11-27,2,계속 업데이트 하라는 이상한앱,
고봉조,2,2018-11-26,4,가성비떨어지는품목이많음,
yong kwan gye,1,2018-11-26,0,업뎃도 안되고 먹통됨,
이진선,1,2018-11-26,0,당췌열려야 뭘 알지요,
정정애,1,2018-11-26,8,환장하게 느립니다. 첫쿠폰 쓰고나서 웹으로 이용할듯. 앱 쓰려면 혈압 오르네요.,
Google 사용자,1,2018-11-26,0,최악입니다,
Google 사용자,4,2018-11-26,1,좋아요~^^,
Google 사용자,5,2018-11-26,0,좋아요,
박건우,3,2018-11-26,0,폰으로 바로 볼 수 있어 편리하네요,
