name,ratings,date,helpful,comment,developer_comment
김정훈,1,2019-07-24,35,-100 결재시 오류가계속떠서 (세션만료 창) 상담원이 계속 지웠다 깔고 지웠다 깔라구 함,
carrhoney,1,2019-07-24,8,아사히 이벤트 실화냐?? 앱부터 삭제하고 안갈란다,
노재민,5,2019-07-23,0,짱좋아요,
Tell a Lie by,5,2019-07-22,24,로켓프레시 쓰다가 넘어왔어요 아직까지는 만족하고있고 이마트상품도 같이 구매할수 있어서 좋아요!!!^^,
이종이,1,2019-07-21,216,회원가입시 20%할인쿠폰이 있다고해서 가입하고 다운받았는데 적용이 안되서 콜센터에 문의하니 마진률에따라 쿠폰은 다르게 적용된다는데 그런건 미리 공지해야지 않나요 낚시도 아니고... 개인 쇼핑몰도 안하는 짓을 ssg에서 할줄은 몰랐네요 회원가입한 시간이 아깝지만 굳이 탈퇴합니다 이미지가 저렴해지는 순간이네요 시간내서 회원가입해준 고객을 상대로 이런 장난이라니 차라리 할인 마진 금액을 정하던가 쓰윽 ~ 야비하네요,
JH,5,2019-07-19,0,잘 사용하고 있습니다,
김동혁,1,2019-07-18,18,아이디를 만들어도 회원가입+로그인이 안됨,
이삼영,5,2019-07-17,0,편해요,
김지훈,5,2019-07-17,0,굿,
이연숙,5,2019-07-15,132,좋음요. 할인받고 제시간에 배송오고. 신선하고 빠르고요. 포인트 매장에서 쓰는 것보다 사용이 편해요,
뷔글뷔글,1,2019-07-07,0,홀 로로롤ㄹ,
너구리봉봉,5,2019-07-07,0,굿,
Zhenlong Yen,1,2019-07-07,1,아이디비밀번호찾기부터가 멍청함 한국은 법이 문제인듯 하지만 당신네들도 해결하려해야지,
추창율,3,2019-07-04,7,"ㆍㄴㅊㅅ.ㅏ .ㅅ.ㅈㅎㅈ.ㅅ.ㅅ.ㅅㄱ지ㅣㅈ,ㅅㄷㄷ ㄷㅅㄷㅎㅈㅊㅈ ㄷ",
G P,1,2019-07-04,99,앱만 깔게하고...배송지역은 서울 일부. 열받아서 앱삭제 합니다. 그냥 쿠팡이 낫겠어요. 지역을 그리 좁게 잡고 보냉백 새벽배송 홍보만 대대적으로 하면 어째요. 일부지역만 시범운영이라고 지역 명기도 해야지요.,
hogb1004,2,2019-07-02,100,매번잘오다가 오늘은 예약시간보다 1시간30분 늦춰쳐서 배송된다고 연락이 왓는데 늦춰진시간에도 도착을 안하고 하염없이 기다렷네요~ 나가야하는데 나가지도 못햇어요ㅠㅠ,
seung-tae Ko,1,2019-06-28,23,상품평 등록 누르면 앱 강제종료됨!!!,
김경식,2,2019-06-26,0,그닥쓰지않음,
JAEWON CHOI,5,2019-06-13,1,너무잘이용하고있습니다 감사합니다^^,
song song,5,2019-06-13,90,"쓱배송은 정말 추천할만한데, 점포상품이 쓱배송과 택배로 구분되어지니 고건 개선해야할듯",
엉부,1,2019-06-13,2,업데이트도 안되고 지웠다 깔아도 안되고 뭐하자는거니?,
정승호,1,2019-06-13,17,보안문제아니면 강제 업데이트 좀 하지맙시다,
용두,5,2019-06-13,0,운배눈가팬,
김워니,1,2019-06-13,23,상담사서비스처리가 너무나미흡..한달넘도록 간단한일해결도못함 다신쓰고싶지않은앱,
이은혜,5,2019-06-13,0,신선한제품감사합니다,
한지선,1,2019-06-11,20,쿠폰 있는데 적용이 안됨 ㅋㅋㅋ 고객센터에 문의해봤더니 너무나 당당하게 자기네들도 왜그러는지 모르겠대 ㅋㅋㅋㅋㅋㅋ 자기네들도 가끔 안떠서 사용못한데 ㅋㅋㅋㅋㅋ이런 거지같은 슥ㅋㅋㅋㅋㅋㅋㅋ하 진쨔 못쓰겄다 ㅋㅋㅋㅋ,
박상윤,5,2019-06-09,11,좋아요 근데 똑같은 상품이 많아서 뭔가 정리가 좀 되면 더 좋을것같아요,
ᅵᅵ,2,2019-06-04,9,제품은 좋은데 광고가 인터넷볼때 자주켜지고 불편해요 유투브 시청할때도 광고로끊기고 광고삭제하고싶다,
돈데크만,1,2019-06-04,2,흥덕점 배송이 매번 1시간30분씩 늦어서 짜증나요... 기사분들이 원인이 아니라 물건 담는분들이 게으름 피워서 10시부터 배송나가야할것을 11시30분에 배송나간데요.. 일하는분들 교육이 필요한것 같네요,
채경수,3,2019-05-30,0,좋아요.,
Nani Lee,1,2019-05-29,2,스크롤이 이상해요,
늑대가면,5,2019-05-23,1,쇼핑이 편리하네요,
ss park,2,2019-05-18,0,예상보다 사용빈도가 낮네요,
윰이하,1,2019-05-05,1,광고 오지게 뜨네,
박건영,1,2019-05-04,39,최악중에 최악 스팸도 이정도는 아닐거다 완전 악성 얼플... 역시 삼성가는이라는 말만 나오게 만듬,
권데이비드,5,2019-05-01,6,매우 만족합니다~^^,
헤///헷,5,2019-04-29,2,헬로펫에어 쿠키가 필요해서 깔았더니ㅋ 엄마가 이거 무슨 앱이냐고ㅋ 알려달래서ㅋ 엄마가 깔었어욬ㅋㅋㅋㅋ 감쨔해영~,
이데니스,4,2019-04-29,1,오감삿 ㅅ,
김문주,1,2019-04-28,8,핼로펫 땜에 설치하게 되었는데 왜 쿠키가 안되죠?,
김태휘김태휘,5,2019-04-25,0,태휘엄마,
reliable C,1,2019-04-24,2,모바일 쿠폰 말이다. 시골에 사는 사람이 쿠폰을 교환하기 위해 이마트 매장까지 가려면 버스를 몇번 갈아타야하고 몇시간이 걸린단다. 온라인에서 바로 사용할 수 있도록 바꿔야한다.,
담디루,5,2019-04-24,0,쿠키짱,
너는누구니?,1,2019-04-24,0,깔지마세요,
니인생이 레전드,1,2019-04-23,0,왜 자꾸 뜨냐,
박준민,1,2019-04-23,10,이거 뭔데 자꾸 유튜브 보는데 이 어플 다운하라고 하는거죠? 개빡치네요,
땅개,1,2019-04-22,16,이거 광고 계속뜨는 좀 막아주던가하셈 이제는 다운하니까 자동으로 들어가지네,
롱다리,1,2019-04-21,3,왜 이렇게 램 용량 많이 잡아먹는지 모르겠네요 장바구니 담고있는데 엄청느려짐,
꾸잉,2,2019-04-21,2,밴드에서 이거 깔면 임티 준다던데😅,
뀨잉,5,2019-04-21,3,헬로펫에서쿠키필료한데 주신다니감사해요:),
백주현,1,2019-04-21,0,다운로드가 안되는건 뭡니까?,
김재웅,5,2019-04-20,1,좋아요,
늘해랑,5,2019-04-18,1,코인 주네요 감사합니다,
정병우,5,2019-04-17,0,굿,
빵냥이의 라디오풀영상 저장소,1,2019-04-16,23,네이버아이디로 로그인했더니 신세계 상품권 5만원 소멸해서 이 아이디 아닌가해서 다른걸로 해보려했더니 계속 그아이디로 로그인되서 삭제하고 까니까 신규가입떠서 다른걸로해야겠다 했더니 또 삭제하고 깔아야돼네 5만원권 다시 주세요!!! 아이디 찾기나 비번찾기도 안돼고 신규가입은 전화번호로 된 아이디가있다고 뜨고 5만원 괜히 소멸했잖아!!!,
움직이기싫엉,1,2019-04-16,0,광고오지게뜨네염 ㅎㅎ,
박성준,1,2019-04-15,5,광고 더럽게 많이 뜨네여;;;,
권순흥,4,2019-04-15,1,👌😅,
홍미림,1,2019-04-14,0,ㅇㅎ2ᆢ2ㆍㅅㅇㅎㅁㅅ0 아이디 ㅎㅈㅅ2ㅈ...!.,
박지선,5,2019-04-14,0,빠르고 신선함,
호둥이,5,2019-04-13,0,좋아요^^ ♡,
이향주,1,2019-04-12,143,회사에서 법인카드로 결제하려고 하는데 보안어플을 2개나 설치하라고 나오네요. 두개 설치하면 뭘합니까 일반결제는 모바일에서 지원 안된다고 PC로 하라고 오류 뜨는데.. 이럴거면 설치 전부터 안된다고 하던가.. 결제방식 개선 좀 해주세요,
황규솔,1,2019-04-11,103,제발 팝업 좀 그만 띄워요!!!,
SEHEE H.,1,2019-04-08,64,어지간해선 별 5개하는데 이건정말..최악이예요 신세계상품권스려고 어쩔 수 없이 썼는데 배송주소고 뭐고 검색도 안되고 클릭도 안되고 닫기도 안되고 확인누르려면 드래그해야하는데(밑에버튼 반의 반만 빼꼼 나옴) 드래그마저 안됨.. 윈도 98부터 공인인증서세대 다 겪어봤지만 이앱처럼 결제하고 주문하기 힘든 어플 처음 봄,
계란바드,1,2019-04-08,0,ㆍ.ㆍ,
뭉댕,1,2019-04-06,3,광고좀 그만띄워요 짜증나죽겠네ㅋㅋ,
도루,1,2019-04-06,3,작작좀 해라 무한광고,
박애향,3,2019-04-05,1,"보는 재미,시키는 재미",
Pin K,1,2019-04-05,6,느리다ㅡ설명없는 쿠폰 남발..결국엔 아무데도 쓸모없는 것들,
대니김,1,2019-04-03,277,이마트몰 홈페이지에서 주문전에 할인쿠폰 찾으니 10%할인쿠폰 준다고 해서 눌렀더니 앱에서 다운 받을수 있다고 해서... 이마트앱 열고 다운 받을려고 하니 이마트앱에서 안되고 통합앱에서 다운받으라고 하네요. 그래서 다운 받아 설치하고 이벤트 쿠폰 들어가니 10%할인쿠폰이 안 보입니다. 똥개 훈련시키는것도 아니고.. 이마트가 배가 불렀는지 고객 우롱까지 하네요. 더군다나 주문한 물건이 물량 폭주로 인해 오늘 약속한 날짜에 배송 못해주니 다른날 선택하던지 아니면 취소하랍니다.,
박명순,1,2019-04-03,1,좋아용,
밀크셰이크슈림슈림,5,2019-03-30,208,우왕... 넘넘 감사해욧 헬로펫에서 쿠키필요했는데 쿠키주시네요 감사감사^^너무감사감사,
김김,1,2019-03-28,0,악성광고,
윤준현,5,2019-03-28,7,좋아요 한곳에서,
Google 사용자,1,2019-03-28,2,qud,
Google 사용자,1,2019-03-27,1,광고 적당히해 ㄹㅇ,
OOF,1,2019-03-27,2,광고작작해라,
Park Jae young,1,2019-03-27,76,앱 똑바로만들어라. 상품권 SSG머니로 전환하는데 아래 바가 눌러야될 버튼을 가려서 진행을 못하고 전화본인인증을 하는데 통신사 선택하니 그다음 진행하는 버튼이 안보이고.......그냥 이건 뭐하러만든건지,
채왕석,1,2019-03-26,6,핸드폰 사용중 수시로 설치화면 지금처럼뜨는데 광고차단 어찌 하나요 불편합니다,
갓빠재,1,2019-03-26,19,지금 리뷰달고 삭제할건데 한번만 더 팝업으로 처튀어나오면 십빠진짜 핸드폰 뿌신다,
NamJoo Kim,1,2019-03-26,2,광고 작작해라,
영은,5,2019-03-24,103,흐어어엉 ㅠㅠ 감사합니다 100캐시가 나옵니다 ㅠ 테마키보드에 캐시로 사는것있는데 부족해서 앱설치하면 100캐시 준다해서 설치하고 바로 적용했는데 되여 감사해요 ㅠ,
윤스윤스,5,2019-03-24,3,홈땡땡보다 나음,
name castle,1,2019-03-24,1,광고드럽게한다....,
Min Hee Park,1,2019-03-23,5,팝업 악성.바이러스로 신고합니다,
Google 사용자,1,2019-03-23,9,별한래도 아깝네요 광고좀 그만뜨게하세요 게임할때 뜨고 ;; 유튜브 볼때 뜨고 완전 불편하네요 별한개도 아까웁니다,
산초,1,2019-03-23,3,아 좀 적당히 광고 하세요 거지같은 앱아,
마기열,5,2019-03-23,0,카톡,
Google 사용자,1,2019-03-22,1,보통,
Google 사용자,5,2019-03-20,0,굿,
Google 사용자,1,2019-03-20,41,악성광고 지긋지긋하다 스팸메일이랑 다를게뭐야? 국가손해배상 뜨면 니들이 진다. 광고좀 그만해라,
김똘이,1,2019-03-20,12,팝업그만띄워라,
박아미,1,2019-03-20,2,진짜 제발 그만떠라..,
조은옥,1,2019-03-19,8,광고 개빡치네,
Sangzi P,1,2019-03-19,4,"광고성수신하면 10프로 쿠폰 주는데 (최대1만원할인)100만원 물건사도 10만원할인이 아닌 1만원.장난치나? 온라인 물건주문시 3일지나 품절이라고 문자오는데, 그물건 파는 오프라인매장 전화하면 재고 있단다 어이없네. 특히 고객센터 남자직원은 일처리 너무 느림. 이렇게 상술이 더러운 온라인 쇼핑몰. 쓱~~",
Google 사용자,1,2019-03-19,19,내가 이앱설치할거같냐 공초를하고말지 악성광고 ㅃㅃㅉ~~,
강지민,1,2019-03-18,7,광고가 자꾸 떠서 더 싫어집니다 제발 그만ㅠ 구글앱을 아에 삭제했는데 유투브도 삭제할까 고민 중,
블케,1,2019-03-17,4,하....앱 깔으라 광고좀 그만해요 제발... 폰을 쓸수가 없어요...이런 앱 리뷰에 존댓말쓰는 제가 한심하네요...,
임준현,1,2019-03-17,17,무한광고앱 리뷰땜에깐다,
서재열,3,2019-03-16,5,아직 미사용으로 정확한 평가를 하기가 힘드네요.,
vm f,1,2019-03-16,2,맨날 폰에 광고뜨는 범인,
Google 사용자,1,2019-03-16,1,광고 제발요.... 이건 아니잖아요..,
최진솔,1,2019-03-16,3,어플광고 오지게 띄우네 ㅋㅋㅋ 이딴어플 받는 흑우 없을거라 생각한다,
김세현,1,2019-03-16,0,광고 ㅎ.,
Flash,1,2019-03-14,4,야. 니가 어떻게 하는지 알고 있니? 광고 실화? 강제 사이트? 밑에 뜨는 광고도 실화?! 니때문세 어떤앱 때문인줄 알고 그앱 지웠는데 그앱 때문이 아니라서 다시 깔았는데 코인 50000개 넘게 있었는데 20000개 됬잖아!! 한번만 광고 더 뜨면 이앱 신고ㅅㄱ. ㅎㅎㅎ. 리뷰수정중. 광고 뜸 신고함,
daham Lee,1,2019-03-13,3,깔테니까 광고좀 그만띄워 미치겠네,
Donald Trump,1,2019-03-12,145,제발 무한광고좀 그만하세요 다른어플 하는 도중에도 어플깔으라고 바이러스로 깔으라하네요 최악.,
뽀송이,5,2019-03-12,2,오 900캐시를 줬어! 정직해!,
YLK유럽코,1,2019-03-12,71,최악의 무한광고 핸드폰을 쓸수가 없게 하네? 대기업 맞아요? 광고 계속 뜨는분들 위에 오른쪽 땡땡땡 눌러서 신고해요,
신명수,5,2019-03-12,1,좋아요 소 쿨.....,
한국인인척 하는한국인,1,2019-03-11,3,시@광고 개@♡야 그만좀 해..,
Google 사용자,1,2019-03-10,5,카테고리 작업을 좀더 실속있게 해야 할 듯 식품을 보려면 쓸데없는 거 잔뜩보고 지나야하니 짜증나요 과천 이마트도 노선을 빙빙 돌게 만들어서 짜증이었는데 마치 그와같은 느낌이었습니다 쓱 굉장히 기대했었는데 ..,
Google 사용자,1,2019-03-09,0,광고,
윤연희,4,2019-03-08,5,조아용,
임지선,5,2019-03-08,1,쇼핑하기편리해요~,
이강훈,5,2019-03-07,0,좋아요,
Google 사용자,1,2019-03-07,0,no dob,
Google 사용자,1,2019-03-07,0,아니 빡침,
Google 사용자,1,2019-03-07,1,신세계 어플있는데 계속 다운받으라 하네..ㅡㅡ,
이용범,5,2019-03-06,3,좋음,
소민,1,2019-03-06,2,초등학교 6학년 핸드폰입니다. 핸드폰 이용자의 나이를 고려하여 정보 전송해야 합니다,
Google 사용자,1,2019-03-06,88,아 좀.....깔테니까 좀 광고좀그만해 핸드폰을 쓸수가없어....,
Google 사용자,1,2019-03-05,6,아니 갑자기 구글로 넘어가면서 가면서 광고하네? 강제서비스인가?? 평점-999999999,
"비 ,단",1,2019-03-05,2,다운로드 안되고 로딩도 안되네요,
Google 사용자,2,2019-03-05,3,머하느라 설치했는데 하는도중리뷰가좀그렇길래 다시생각해보려구 봤더니 머니는안들어오구설치는돼있네여^^-,
아드리앙처돌이,1,2019-03-04,48,배그할려고 들어갔는데 안깔면 튕기고...이게뭐야,
Google 사용자,1,2019-03-04,72,처음가입 다운받아 써보려는데 .. 열라짜증입니다. 쿠폰 26개 받아도 5개밖에 안뜨는 이유가 뭔지.. 뭘해도 안되네요. 시간 아깝네요. 탈퇴고민중,
Google 사용자,5,2019-03-04,4,편하고 좋아요,
미투,5,2019-03-04,0,좋다.,
나누기행복,4,2019-03-04,11,할인제품인데 유통ㅈ기한이 좀 남아있는거 보내주시고 배송시간이 뜨면 정확하게 맞춰주시고 좋아요,
엄마가준비해준식사,1,2019-03-03,2,자꾸 깔라고 넘어와지네요 홍보를 그따구로 하니 별점 1개주고 싶어지지,
프리!소피,1,2019-03-03,2,아니... 설치 안하겠다는데 왜 이거 계속 설치하라 그러죠?,
권대훈,1,2019-03-03,2,광고 끄지라 제발,
Kyung-soo Kim,1,2019-03-02,102,쓱배송 업뎃 됐다더니 4만원 이상 배송료 무료는 그대로. 쓱투마로우가 쿠팡 로켓프레시인 줄... 헷갈리지 마세요. 옛날이랑 똑같아요. 괜히 다운 받아서 주문하려고 봤더니 정말.. 안써본 댓글을 다 써보네,
권재범,5,2019-03-02,348,오오 여러분! 여기는 정직한 곳이었습니다! 200캐시가 들어왔어요!,
Google 사용자,5,2019-02-28,13,좋아요,
섭섭,5,2019-02-28,2,굿,
남기현,1,2019-02-27,3,제발 바이러스 걸리게하지마라 죽는다 별1개 주는것도 아까움,
{큐티뾰작}민곰,5,2019-02-27,2,잼?,
롭해커,1,2019-02-26,2,광고좀 작작 해라,
안ANWOOHYEONG,1,2019-02-26,2,절대하지마셈 쓰레기어플 별점1도아까움,
Google 사용자,1,2019-02-25,59,깔테니까 광고좀 그만 떠 휴대폰을 못하겠네 정말 지긋지긋하다,
cs kim,3,2019-02-24,13,앱 실행하면 포인트카드 바코드가 바로 뜨게 해주세요. 홈플러스 처럼.,
Google 사용자,5,2019-02-24,6,요좀 목사님 들 이 난불명히요 이번엔로 또가 오 당첨 이도면은요 ㅇ긴ㅇ사해오모든 영광을 하나님께,
민준,1,2019-02-23,3,광고 그만 쳐 뜨세요,
Min K,1,2019-02-23,6,배송도 느리고 안신선해요ㅠ,
우지,1,2019-02-23,4,너무광고가 떠서 짜증,
Google 사용자,4,2019-02-23,0,좋아요,
밀크케빈 milk kebin,5,2019-02-22,5,좋아요,
윤주차,1,2019-02-22,70,어플 아이콘 눌러서 들어가면 왜 네이버브라우저 통해서 접속되나요?플레이스토어에서 검색해서 열면 제대로 어플로 열리던데..,
Google 사용자,2,2019-02-21,36,상품가격들이 다른곳보다 조금씩 더 싸긴한데 계속 튕겨서 회원가입도 못하겠고 렉걸림 .,
지론,1,2019-02-21,1,쿠폰때문에 깔았는데 안좋아요,
차켓,5,2019-02-20,0,좋긴해요,
Cherish Kim,1,2019-02-19,3,당첨도 되지 않을 이벤트로 어플설치를 유도 개같은 어플 신세깨새끼들,
JiSoo Choi,1,2019-02-19,7,타인의 플스 당첨 여부 알수가 없음 다운로드수 늘리려는 의도적 이벤트인건 알지만 이벤트 결과에 대한 구체적인 공지가 없음,
김웅,1,2019-02-19,27,쓰레기...,
SJ SoN,1,2019-02-19,4,"선착순으로 할인 쿠폰 '추첨 기회' 발급? 그마저도 수량 한정에 조기 매진 가능? 근데 수량은 미고지? 미끼 상품으로 개인정보 먹고 화제성도 키우고, 개양아치네요",
Orca Ocinus,5,2019-02-19,0,제발,
김무찬,1,2019-02-18,6,진짜 저 아무것도 안 눌럿는데 자꾸 이 창이 뜨네요 정말 이 창 볼때마다 짜증납니다,
Google 사용자,1,2019-02-18,3,이거 진짜 노답이에요 절대 깔지마세요,
Jaebume Jo,1,2019-02-18,202,앱 겁나 느리고 쿠폰이벤트 한번에 서버 접속 안되고 앱 응답 없음.. 요청 많이 들어오면 답없나..,
kim krak,1,2019-02-18,37,앱이 자꾸멈춤 노트5인데.....,
김주희,3,2019-02-17,17,물건이 좋아요,
gunwoo song,1,2019-02-16,5,8550원짜리 패딩 있는것처럼 해놓고 들어가면 반팔티.... 낚시 완전 잘함 그래서 별 한개 드림,
ham su,5,2019-02-16,15,캐시워쿠폰이 예전엔 잘됬는데 이제 않되요,
이성은,3,2019-02-15,10,좋아요,
늘하{100만명목표},3,2019-02-15,2,좀재밋?있는게임도넣어주세요아쉬에묘,
tv루키,1,2019-02-14,2,망할놈의 광고!! 왜 자꾸 광고가 뜨냐고?!!!!!,
Google 사용자,5,2019-02-13,51,굿,
삐로롯,1,2019-02-13,4,광고좀 작작,
Google 사용자,1,2019-02-13,0,설치하고받으러가니까? 신규설치자만됩니다???? 방금설치했는데 신규만됩니다??? 이거 깔지 마셈;,
허병욱,4,2019-02-13,0,좋아요.,
바오아토군,1,2019-02-13,1,광고라니 내가광고라니,
이경호,1,2019-02-13,5,설치도 안햇는데 자꾸 튀어나오네 빡치게,
이거제,1,2019-02-13,3,이거 왜 계속 멋대로 설치하라고 강요하는거져? 사람 짜증나게,
Google 사용자,1,2019-02-12,2,좀비고 땜에 깔았는데 왜 안되죠,
Google 사용자,1,2019-02-11,175,광고가 아주 좋아요.,
통통한 푸,3,2019-02-11,2,ㅜㅜ이상해,
욱욱,1,2019-02-11,3,아니 바이러스 걸린 후 부터 갑자기 이 앱 들어가짐;;;,
신연섭,1,2019-02-11,1,별루 안조네용별주기 실음,
자연공쥬,1,2019-02-09,2,다운로드왜이렇게안돼요,
Google 사용자,5,2019-02-09,109,좋네요,
Songyi Noh,4,2019-02-08,9,굳,
유숙경,3,2019-02-07,256,물건이 아주좋진않더라구요,
Google 사용자,5,2019-02-07,11,좋아요,
이광훈,5,2019-02-07,0,좋아요,
유옥경,4,2019-02-07,1,.무궁한발전바랍니다,
Google 사용자,2,2019-02-07,80,뭔 업뎃을 이리 많이?? 업딧할때마다 쳐튕기고..... 튕기는 것좀 작작,
Yang.H Shin,3,2019-02-07,79,ssgpay가 연동이안되네요;;;,
김세훈,1,2019-02-06,1,광거 강제 링크 하지마라,
백민영,1,2019-02-04,374,영상 볼때마다 들어가지고 이딴앱 갑자기 왜나옴? 영상볼때 뭐가 필요있다고,
벼리벼리,1,2019-01-31,17,제발 튕기는것좀 고쳐줘요..,
훈발롬,1,2019-01-31,2,다들 1점이니깐 나도,
나나나,1,2019-01-31,4,광고 지워도지워도 계속뜨네 짱개니,
대갈상빈,1,2019-01-30,28,그지같네요,
E J,1,2019-01-30,2,이 앱 사용안하는데 자꾸 네×버 사용만하면 여기로 들어와져요... 왜이래요?,
장현화,1,2019-01-30,0,다운로드 대기중이라고만 한시간째...,
Google 사용자,5,2019-01-29,16,아주좋아요,
송민희,1,2019-01-29,122,앱 사용하다가 혈압올라 기절해버릴거같음,
악동김레드,1,2019-01-28,30,그냥 개같음,
홍이요,1,2019-01-27,177,아 진짜 업뎃할때마다 밖으로 쳐 삐져나오는 것좀 고쳐봐요 ㅡㅡ개짱나네 진심,
리틀포레스트,1,2019-01-25,545,업데이트를 쳐할때마다 맨날 폴더 밖으로 쳐삐져나옴 그리고 편리성도 개같고 이 앱 누가만들었는지는 몰라도 개같음 한번만 더 삐져나오면 제거할고임,
레몬맛자일리톨,1,2019-01-25,134,업뎃 작작 좀...,
Chae Yeongseok,1,2019-01-25,76,업데이트가 아침 저녁식사나 일기도 아니고 한번할때 제대로 해요 백신도 아니고 작작좀 합시다 아니 방금전에 했는데 또? 무슨 게임패치인지,
나윤,1,2019-01-25,1,광고 적당히 하세요 양반들아,
Google 사용자,5,2019-01-25,5,쇼핑앱중에 가장 많이 쓰고있어요,
오수철,5,2019-01-24,141,사용하기 편하고 좋은 어플 입니다. 다만 최근 안드로이드 P 에서 알림바 노출이 안됩니다. 업데이트 부탁드려요.,
nine Saturday,5,2019-01-24,0,좋아요,
민하민하,5,2019-01-21,18,제품 좋은가격에 구매할수있게 쿠폰행사가 많아서 좋네요ㅎ,
RAK,1,2019-01-21,10,광고 그만 나왔으면,
하윤,1,2019-01-20,1,하..저 좀비고땜에 깔았는데 평점보니 이거 안좋네요,
임은소,1,2019-01-20,2,사용은 안했는데 광고가 1일 10번은 뜬다고요!,
이승오,1,2019-01-18,13,이 쓰래기 내전화기에서 치워.,
최준영,1,2019-01-16,5,"재고관리 엉망에다가 쇼핑몰 관리도 엉망..배송도 느리고, 모르고 시키면 재고 없다고 카톡으로 옴..",
조네은호,1,2019-01-16,18,헬로펫때문에 깔았는데 쿠폰받고 보니까 품절이더라고요? 품절된 상품 쿠폰은 주지마시던가 다른상품 쿠폰을 좀 주세요,
파랑하늘,1,2019-01-15,4,광고로 들어와어요,
송미림,5,2019-01-15,10,음.. 일단 별점 5개,
Google 사용자,5,2019-01-13,2,정말 괜찮아요.,
문경태,1,2019-01-13,2,좀고 보상받으려고 ㅎㅎ,
전민준,1,2019-01-12,1,쓰레기 ㅇㅈ,
Google 사용자,4,2019-01-12,15,개꿀ㅋㅋㅋ너무좋은데여 오늘첨쓰는데,
미소국ポキポキ,3,2019-01-11,2,솔직히 이거 좀비고 가스받으력ㅎ 하느거에요,
지희,1,2019-01-11,12,캐시워크 때문에 깔았는데 캐시워크랑 연결이 안되네요,
Diana,1,2019-01-11,2,왤케 광고를 하니 작작하자 우리 초.딩은 알다시피 돈이 없거든,
송영선,1,2019-01-10,0,자꾸 앱중지되면서 꺼지길래 다시깔았는데 열리지도않음ᆞ!!!!!!!,
김준상,5,2019-01-10,0,좋음,
Kijeong Kang,1,2019-01-08,264,알리익스프레스보다 배송이 늦고 제품아 지금 어떤 상태인지 파악도 못함. 1:1고객센터 톡은 즉시 확인 한다고 하고 빨리 알아봐주겠다고 대답하고 30분뒤에 아무런 말없이 1:1톡방에서 나감..,
Google 사용자,1,2019-01-07,5,왜 이렇게 느린겁니까? 버그 ? 오류?,
강보경,1,2019-01-07,13,결제하기에서 안넘어가네요..,
고드름,1,2019-01-06,10,ssg pay 결제시 결제창 안뜸.,
SunDoc Kim,1,2019-01-06,8,비밀번호 변경을 위해 여러번 인증 하고 완료가 되었다고 해서 로그인을시도 했으나 로그인이 안돼서 삭제 하였습니다. 다시는 사용 안할거 같네요.,
형준,5,2019-01-05,44,"헬*펫,좀*비고 등등으로 깔아서 캐시,쿠키,가스 등이 안 들어오셨다고 하는데요. 그건 그 앱의 문제고 이 앱에서 해결 할 수 있는게 아니에요. 그 앱이 이 앱을 광고로 설치하라고 한거지, 캐시가 안들어왔다고 평점 낮게 주는건 그 앱에게 망신을 주는 행동입니다만? 이 앱이 아니라 그 앱에게 따져야 할 문제에요~~ 이거참 스알못이네 ^-^.. 저도 타게임으로 넘어왔긴 하지만 리뷰보니까 쓰레기리뷰들이 많길래 해보지는 않았지만 별5 남기고 갈게요 :)",
이리쫀유튜브,5,2019-01-05,0,좋다,
매일긴하루,4,2019-01-05,5,괜찮아요 ~~♡♡,
Google 사용자,1,2019-01-04,11,헬로펫때문에깔알어요,
Greentea,4,2019-01-03,70,"전 신세계와 이마트의 성장성을 믿고, 신세계그룹에 애정을 갖고 투자하는 주주입니다. ssg페이, 쓱배송 해보니 정말 좋은데요 앱 속도가 느린건 반드시 개선해야할 문제라 판단됩니다. 쇼핑을하는데 약간 답답하고 버벅거리는 느낌을 받는다고할까요?? 경쟁사 유통업체 쿠팡은 앱속도 매우빠릅니다. 제품 품목수도 많고, 가격제한없이 로켓배송도 하고있구요. 어플의 버벅거림개선, 쓱배송 가격한도조정, 품목확대만 된다면 좀 더 한국 소비자들이 더욱 매력적으로 다가오지않을까 생각합니다. 혹시 이글을 담당자분이 보신다면 한번 건의해주시면 감사하겠습니다^^ 항상 신세계그룹을 응원합니다.",
Google 사용자,1,2019-01-02,1,좀고땜 깔음 바로지움,
Judy Noh,1,2019-01-02,860,고객상담하다가 종료된지도 모르고 혼자 상담하고 있었고 재고 관리도 제대로 되지 않는 앱입니다. 다른 큰 쇼핑몰의 수준을 기대하고 사용하지 않는 것이 정신 건강에 좋습니다.,
Google 사용자,5,2019-01-01,7,짱 이에요,
이지,1,2019-01-01,18,카카페 캐시가 안들어오네요 앱 잘못이 아닌건 아는데 아무리 기다려도 안들어옵니다,
서린,3,2018-12-24,2,오류가 넘 심해요,
힐링채널,1,2018-12-23,283,핼로팻 땜에 깔았는데 쿠키가 빨리안들어오네요 게다가 쿠폰받았는데 바로 품절? 지웁니다 용량낭비네요,
Google 사용자,5,2018-12-22,12,좋아요 엄청나게ㅡ,
예은씌,1,2018-12-22,3,헬로펫때문에 앱까는데 다운로드중 다운로드중 이러면 앱을못깔고 0퍼센트 되잖아요. 빨리좀 해주세요,
홍성 용,1,2018-12-20,1,"품절 4일만에연락오네,,,,",
